,Pretrained_feature_predict,id
790,36.125164,2355.0
791,32.991184,2357.0
792,32.991184,2358.0
793,32.991184,2359.0
794,39.662235,2361.0
795,39.662235,2362.0
796,41.027058,2365.0
797,41.027058,2366.0
798,41.027058,2367.0
799,34.947647,2369.0
800,34.947647,2371.0
801,36.209187,2373.0
802,36.209187,2374.0
803,36.209187,2375.0
804,34.472054,2377.0
805,34.472054,2378.0
806,40.94972,2381.0
807,40.94972,2382.0
808,28.07031,2386.0
809,28.07031,2387.0
810,30.261269,2389.0
811,30.261269,2390.0
812,30.261269,2391.0
813,41.148964,2393.0
814,41.148964,2394.0
815,41.148964,2395.0
816,24.607395,2397.0
817,24.607395,2398.0
818,24.607395,2399.0
819,34.739624,2402.0
820,34.739624,2403.0
821,34.884556,2405.0
822,34.884556,2406.0
823,34.884556,2407.0
824,41.9413,2409.0
825,41.9413,2410.0
826,41.9413,2411.0
827,46.614304,2415.0
828,47.146618,2417.0
829,47.146618,2418.0
830,47.146618,2419.0
831,40.0954,2423.0
832,45.32591,2425.0
833,45.32591,2426.0
834,37.398544,2429.0
835,37.398544,2430.0
836,37.398544,2431.0
837,30.715454,2435.0
838,30.715454,2436.0
839,36.586845,2438.0
840,36.586845,2440.0
841,35.80823,2442.0
842,35.80823,2443.0
843,35.80823,2444.0
844,38.655922,2446.0
845,38.655922,2447.0
846,38.655922,2448.0
847,30.42874,2453.0
848,30.42874,2454.0
849,32.692696,2459.0
850,31.539036,2461.0
851,31.539036,2462.0
852,31.539036,2463.0
853,26.306616,2465.0
854,26.306616,2466.0
855,26.306616,2467.0
856,38.0687,2469.0
857,38.0687,2470.0
858,38.0687,2471.0
859,34.314976,2473.0
860,34.314976,2474.0
861,34.314976,2475.0
862,31.783335,2477.0
863,31.783335,2479.0
864,32.63402,2481.0
865,32.63402,2482.0
866,32.63402,2483.0
867,35.273155,2485.0
868,35.273155,2486.0
869,35.273155,2487.0
870,41.14977,2489.0
871,41.14977,2490.0
872,41.14977,2491.0
873,35.470108,2499.0
874,29.908024,2501.0
875,29.908024,2502.0
876,29.908024,2503.0
877,31.257727,2506.0
878,31.257727,2507.0
879,31.152933,2510.0
880,31.152933,2511.0
881,31.545849,2513.0
882,31.545849,2514.0
883,31.545849,2515.0
884,47.625393,2518.0
885,47.625393,2519.0
886,47.625393,2520.0
887,36.75759,2524.0
888,40.582874,2529.0
889,40.582874,2530.0
890,40.582874,2531.0
891,39.41366,2539.0
892,32.804573,2543.0
893,32.193687,2547.0
894,32.193687,2548.0
895,32.193687,2549.0
896,26.621931,2552.0
897,26.621931,2553.0
898,30.997017,2555.0
899,30.997017,2556.0
900,30.997017,2557.0
901,32.650738,2559.0
902,32.650738,2560.0
903,32.650738,2561.0
904,34.894894,2563.0
905,34.894894,2564.0
906,34.894894,2565.0
907,38.462223,2569.0
908,39.413895,2571.0
909,39.413895,2572.0
910,39.413895,2573.0
911,39.30741,2576.0
912,39.30741,2577.0
913,43.85843,2579.0
914,43.85843,2580.0
915,43.85843,2581.0
916,48.17148,2583.0
917,48.17148,2584.0
918,48.17148,2585.0
919,33.73829,2588.0
920,30.432032,2591.0
921,30.432032,2592.0
922,30.432032,2593.0
923,43.817795,2596.0
924,43.817795,2597.0
925,38.89037,2599.0
926,38.89037,2600.0
927,38.89037,2601.0
928,41.33722,2603.0
929,41.33722,2604.0
930,36.00882,2607.0
931,36.00882,2608.0
932,41.792297,2611.0
933,41.792297,2613.0
934,34.521805,2615.0
935,34.521805,2617.0
936,36.903236,2619.0
937,36.903236,2621.0
938,28.278276,2625.0
939,28.278276,2626.0
940,28.31959,2628.0
941,28.31959,2629.0
942,28.31959,2630.0
943,30.080746,2633.0
944,30.080746,2634.0
945,39.243866,2636.0
946,39.243866,2637.0
947,39.243866,2638.0
948,37.887096,2640.0
949,37.887096,2641.0
950,37.887096,2642.0
951,28.879236,2644.0
952,28.879236,2645.0
953,28.879236,2646.0
954,33.923634,2648.0
955,33.923634,2650.0
956,34.555817,2652.0
957,34.555817,2653.0
958,34.555817,2654.0
959,32.753532,2656.0
960,32.753532,2658.0
961,40.45326,2660.0
962,40.45326,2662.0
963,35.436474,2664.0
964,35.436474,2666.0
965,30.502516,2668.0
966,30.502516,2669.0
967,30.502516,2670.0
968,39.26872,2672.0
969,39.26872,2674.0
970,38.237957,2676.0
971,38.237957,2677.0
972,38.237957,2678.0
973,39.807304,2680.0
974,39.807304,2681.0
975,39.807304,2682.0
976,36.92764,2684.0
977,36.92764,2685.0
978,36.92764,2686.0
979,43.76028,2688.0
980,43.76028,2689.0
981,43.76028,2690.0
982,41.305775,2692.0
983,41.305775,2693.0
984,43.143993,2696.0
985,43.143993,2698.0
986,37.878754,2700.0
987,37.878754,2701.0
988,37.878754,2702.0
989,40.135162,2704.0
990,40.135162,2705.0
991,40.135162,2706.0
992,42.411636,2708.0
993,42.411636,2709.0
994,42.411636,2710.0
995,41.838337,2712.0
996,41.838337,2713.0
997,44.880363,2717.0
998,44.880363,2718.0
999,45.852192,2720.0
1000,45.852192,2721.0
1001,45.852192,2722.0
1002,35.300385,2724.0
1003,35.300385,2725.0
1004,35.300385,2726.0
1005,29.06776,2728.0
1006,29.06776,2729.0
1007,29.06776,2730.0
1008,36.957485,2732.0
1009,36.957485,2734.0
1010,33.29477,2736.0
1011,33.29477,2737.0
1012,33.29477,2738.0
1013,35.011257,2740.0
1014,35.011257,2741.0
1015,39.409546,2745.0
1016,39.409546,2746.0
1017,40.687176,2749.0
1018,40.687176,2750.0
1019,35.869656,2753.0
1020,35.869656,2754.0
1021,33.663956,2757.0
1022,33.663956,2758.0
1023,33.627766,2760.0
1024,43.77904,2765.0
1025,43.77904,2766.0
1026,30.129702,2768.0
1027,30.129702,2769.0
1028,30.129702,2770.0
1029,42.58858,2772.0
1030,42.58858,2773.0
1031,42.58858,2774.0
1032,38.061165,2776.0
1033,38.061165,2778.0
1034,34.603333,2780.0
1035,34.603333,2781.0
1036,34.603333,2782.0
1037,35.097214,2784.0
1038,35.097214,2786.0
1039,30.165937,2788.0
1040,30.165937,2789.0
1041,30.165937,2790.0
1042,31.915827,2792.0
1043,31.915827,2793.0
1044,31.915827,2794.0
1045,28.031248,2796.0
1046,28.031248,2797.0
1047,28.031248,2798.0
1048,43.318676,2800.0
1049,43.318676,2801.0
1050,43.318676,2802.0
1051,46.554955,2804.0
1052,46.554955,2805.0
1053,46.554955,2806.0
1054,28.51224,2808.0
1055,28.51224,2809.0
1056,28.51224,2810.0
1057,27.70444,2812.0
1058,34.233883,2816.0
1059,34.233883,2817.0
1060,34.233883,2818.0
1061,34.23794,2820.0
1062,34.23794,2821.0
1063,34.23794,2822.0
1064,38.065388,2824.0
1065,38.065388,2825.0
1066,38.065388,2826.0
1067,26.018595,2828.0
1068,26.018595,2829.0
1069,26.018595,2830.0
1070,27.811424,2832.0
1071,27.811424,2833.0
1072,27.811424,2834.0
1073,37.72208,2837.0
1074,37.72208,2838.0
1075,45.02301,2840.0
1076,45.02301,2841.0
1077,45.02301,2842.0
1078,38.65293,2844.0
1079,38.65293,2845.0
1080,38.65293,2846.0
1081,41.04888,2848.0
1082,41.04888,2849.0
1083,41.04888,2850.0
1084,39.08376,2852.0
1085,39.08376,2853.0
1086,38.047256,2858.0
1087,39.080963,2860.0
1088,39.080963,2861.0
1089,39.080963,2862.0
1090,35.85887,2864.0
1091,35.85887,2865.0
1092,35.85887,2866.0
1093,37.3696,2868.0
1094,37.3696,2869.0
1095,28.64265,2872.0
1096,28.64265,2873.0
1097,28.64265,2874.0
1098,31.319199,2876.0
1099,30.930037,2880.0
1100,30.930037,2881.0
1101,30.930037,2882.0
1102,40.783024,2884.0
1103,40.783024,2885.0
1104,40.783024,2886.0
1105,36.123287,2888.0
1106,36.123287,2890.0
1107,33.569176,2892.0
1108,33.569176,2893.0
1109,31.942482,2897.0
1110,31.942482,2898.0
1111,33.095245,2900.0
1112,33.095245,2902.0
1113,28.405962,2904.0
1114,28.405962,2905.0
1115,28.405962,2906.0
1116,29.702356,2908.0
1117,29.702356,2909.0
1118,29.702356,2910.0
1119,31.248085,2913.0
1120,31.248085,2914.0
1121,32.19095,2916.0
1122,32.19095,2917.0
1123,32.19095,2918.0
1124,36.059208,2921.0
1125,34.222385,2925.0
1126,34.222385,2926.0
1127,33.402584,2928.0
1128,33.402584,2929.0
1129,33.402584,2930.0
1130,30.002628,2932.0
1131,30.002628,2934.0
1132,29.537329,2936.0
1133,29.537329,2937.0
1134,29.537329,2938.0
1135,39.42028,2940.0
1136,36.928143,2945.0
1137,36.928143,2946.0
1138,38.054646,2948.0
1139,38.054646,2950.0
1140,43.66139,2953.0
1141,43.66139,2954.0
1142,37.65881,2956.0
1143,37.65881,2957.0
1144,40.358444,2960.0
1145,40.358444,2961.0
1146,40.358444,2962.0
1147,41.22653,2964.0
1148,41.22653,2965.0
1149,41.22653,2966.0
1150,40.15604,2968.0
1151,40.15604,2969.0
1152,40.15604,2970.0
1153,42.6761,2972.0
1154,42.6761,2973.0
1155,35.784664,2981.0
1156,35.784664,2982.0
1157,37.028816,2984.0
1158,37.028816,2986.0
1159,42.059605,2989.0
1160,42.059605,2990.0
